program_code,program_name,code,primaryname,strength,description
ESS_MEDS,VIA ESSENTIAL,08S30,Saquinavir ; 200mg 270Caps; Embalagem,200mg 270Caps,Saquinavir
ESS_MEDS,VIA ESSENTIAL,07B06,Morfina sulfato; 10mg/mL; Injectável,10mg/mL,Morfina sulfato
ESS_MEDS,VIA ESSENTIAL,08L0YZ,Rifamp+Isoniaz+Piraz;Comp(60+30+150)mg 3DFC pediat Sem Dosagem Tratamento,Sem Dosagem,Rifamp+Isoniaz+Piraz;Comp(60+30+150)mg 3DFC pediat
ESS_MEDS,VIA ESSENTIAL,18A04,"Sevoflurano; 0,2%; Líquido","0,2%",Sevoflurano
ESS_MEDS,VIA ESSENTIAL,07B05,Morfina sulfato; 30mg; Comprimidos,30mg,Morfina sulfato
ESS_MEDS,VIA ESSENTIAL,03B08,Insulina accao curta (ultra-ra; 100UI/mL; Injectável,100UI/mL,Insulina accao curta (ultra-rapida)
ESS_MEDS,VIA ESSENTIAL,09G05,Tamoxifeno; 20mg; Comprimidos,20mg,Tamoxifeno
ESS_MEDS,VIA ESSENTIAL,04E10,Gonadotrofina coriónica humana; 5000UI/mL; Injectável,5000UI/mL,Gonadotrofina coriÑnica humana
ESS_MEDS,VIA ESSENTIAL,12A09,"Trigliceridos de cadeia media; 0,2%; Injectável","0,2%",Trigliceridos de cadeia media
ESS_MEDS,VIA ESSENTIAL,08R05,"Ganciclovir, sal sódico; 500mg; Injectável",500mg,"Ganciclovir, sal sÑdico"
ESS_MEDS,VIA ESSENTIAL,08L04Y,Isoniazida+Tiacetazona; 100mg+50mg; Comprimidos,100mg+50mg,Isoniazida+Tiacetazona
ESS_MEDS,VIA ESSENTIAL,17B01,Atropina sulfato; 1%; Colírio,1%,Atropina sulfato
ESS_MEDS,VIA ESSENTIAL,08O08,"Mefloquina, hidrocloreto; 250mg; Comprimidos",250mg,"Mefloquina, hidrocloreto"
ESS_MEDS,VIA ESSENTIAL,22A02,Pilocarpina; 1mg/mL; Injectável,1mg/mL,Pilocarpina
ESS_MEDS,VIA ESSENTIAL,04E02,Noretisterona; 5mg; Comprimidos,5mg,Noretisterona
ESS_MEDS,VIA ESSENTIAL,08N0ZZ,Mebendazol; 100mg/5mL; Xarope,100mg/5mL,Mebendazol
ESS_MEDS,VIA ESSENTIAL,08A14,Flucloxacilina Sodica; 500mg; Injectável,500mg,Flucloxacilina Sodica
ESS_MEDS,VIA ESSENTIAL,25B04,Mapa Mensal Informacao ARVs-MM; SEM DOSAGEM; Papel,Sem Dosagem,Mapa Mensal Informacao ARVs-MMIA
ESS_MEDS,VIA ESSENTIAL,04F06Z,Levonorgestrel; JADELLE; Implante,JADELLE,Levonorgestrel
ESS_MEDS,VIA ESSENTIAL,08L05,Pirazinamida; 400mg; Comprimidos,400mg,Pirazinamida
